20180204,aaa,16826972.39
20180205,aaa,17026972.39
20180206,aaa,18870384.45
20180207,aaa,18469105.63
20180208,aaa,20385261.08
20180209,aaa,20382738.24
20180210,aaa,20702333.05
20180211,aaa,19814302.01
20180212,aaa,21179232.44
20180213,aaa,21486875.18
20180214,aaa,19548702.13
20180215,aaa,11541735.31
20180216,aaa,6866490.431
20180217,aaa,6688664.393
20180218,aaa,7680183.072
20180219,aaa,9502337.516
20180220,aaa,11913181.23
20180221,aaa,11259459.19
20180222,aaa,13874901.67
20180223,aaa,17112651.92
20180224,aaa,16883741.87
20180225,aaa,18927667.74
20180226,aaa,17650823.15
20180227,aaa,17828869.66
20180228,aaa,17148785.32
20180301,aaa,16681970.16
20180302,aaa,18105215.86
20180303,aaa,20941740.04
20180304,aaa,18419839.28
20180305,aaa,24483956.2
20180306,aaa,25930571.78
20180307,aaa,23660184.5
20180308,aaa,19608269.22
20180309,aaa,19819924.35
20180310,aaa,18481971.31
20180311,aaa,20329577.52
20180312,aaa,16150794.09
20180313,aaa,15244843.48
20180314,aaa,14752608.88
20180315,aaa,12583083.38
20180316,aaa,13775036.65
20180317,aaa,13592135.37
20180318,aaa,17152774.49
20180319,aaa,10529204.13
20180320,aaa,11844390.54
20180321,aaa,14638137.19
20180322,aaa,22323031.53
20180323,aaa,13933195.82
20180324,aaa,13504931.48
20180325,aaa,11216616.02
20180326,aaa,9500741.784
20180327,aaa,12460375.8
20180328,aaa,8900686.84
20180329,aaa,10635741.91
20180330,aaa,12085538.61
20180331,aaa,11579718.88
20180401,aaa,13819815.18
20180402,aaa,13273084.76
20180403,aaa,15810058.38
20180404,aaa,11634892.97
20180405,aaa,15213984.2
20180406,aaa,12655339.97
20180407,aaa,9979997.375
20180408,aaa,13316293.07
20180409,aaa,13121019.86
20180410,aaa,10731461.41
20180411,aaa,10978993.5
20180412,aaa,12051903.63
20180413,aaa,13958626.8
20180414,aaa,18523931.86
20180415,aaa,15914452.47
20180416,aaa,11477387.87
20180417,aaa,8781577.397
20180418,aaa,12942512.21
20180419,aaa,12537254.34
20180420,aaa,14692979.64
20180421,aaa,17285468.9
20180422,aaa,16056715.97
20180423,aaa,12749225.06
20180424,aaa,14104921.16
20180425,aaa,15309275.71
20180426,aaa,12808708.59
20180427,aaa,14079951.91
20180428,aaa,19095320.74
20180429,aaa,19881016.51
20180430,aaa,17949567.41
20180501,aaa,16075326.77
20180502,aaa,16439859.15
20180503,aaa,15817589.58
20180504,aaa,17634865.69
20180505,aaa,18445955.19
20180506,aaa,18968543.32
20180507,aaa,12472941.26
20180508,aaa,14660727.25
20180509,aaa,13510286.04
20180510,aaa,13660003.83
20180511,aaa,18152670.72
20180512,aaa,16254604.86
20180513,aaa,16364309.83
20180514,aaa,13581050.79
20180515,aaa,18905399.48
20180516,aaa,23368565.12
20180517,aaa,17421702.67
20180518,aaa,21151843.19
20180519,aaa,21673411.84
20180520,aaa,20640643.51
20180521,aaa,17095910.88
20180522,aaa,16986580.71
20180523,aaa,17462844.41
20180524,aaa,16890981.27
20180525,aaa,20510823.12
20180526,aaa,23799200.81
20180527,aaa,21098342.52
20180528,aaa,16304459.95
20180529,aaa,14557743.93
20180530,aaa,19102141.69
20180531,aaa,15540123.73
20180601,aaa,21125179.25
20180602,aaa,20783526.07
20180603,aaa,23612761.83
20180604,aaa,18078295.69
20180605,aaa,16194942.41
20180606,aaa,16123270.03
20180607,aaa,20559855.51
20180608,aaa,22842354.61
20180609,aaa,24921572.57
20180610,aaa,21272943.65
20180611,aaa,20452741.03
20180612,aaa,18373132.12
20180613,aaa,18998499.87
20180614,aaa,23619440.18
20180615,aaa,19439214.99
20180616,aaa,24786883.84
20180617,aaa,25370263.39
20180618,aaa,18682380.32
20180619,aaa,17319826.85
20180620,aaa,17635434.24
20180621,aaa,20875109.47
20180622,aaa,26360110.6
20180623,aaa,31569273.19
20180624,aaa,21861774.55
20180625,aaa,17440373.36
20180626,aaa,27476139.31
20180627,aaa,25785068.64
20180628,aaa,24238383.24
20180629,aaa,27543920.3
20180630,aaa,30073070.76
